timestamp,consumption_mwh,generation_mwh,market_price_try_mwh,natural_gas_mwh,lignite_mwh,hard_coal_mwh,imported_coal_mwh,dam_hydro_mwh,run_of_river_mwh,wind_mwh,solar_mwh,geothermal_mwh,biomass_mwh,source,is_synthetic
2026-04-02 04:00:00,29137.44,33300.13,2496.37,1500.0,5070.25,2556.61,6675.84,7437.87,2706.45,5151.22,0.0,1259.98,941.91,demo,True
2026-04-02 05:00:00,30924.57,34845.91,2658.57,1500.0,5478.77,3078.43,7374.24,7559.88,2697.43,4948.68,0.0,1275.2,933.28,demo,True
2026-04-02 06:00:00,34161.65,34555.37,2689.92,2121.06,4820.03,2962.25,6564.09,7482.0,2683.76,5720.71,0.0,1268.98,932.48,demo,True
2026-04-02 07:00:00,34363.77,34606.26,2806.04,1500.0,4584.73,2785.41,6512.5,7394.67,3006.28,5459.03,1076.9,1304.5,982.25,demo,True
2026-04-02 08:00:00,35954.76,36107.56,2849.36,1500.0,5258.38,2884.17,6470.54,7553.66,2788.85,5316.93,2100.6,1277.87,956.55,demo,True
2026-04-02 09:00:00,36926.46,37278.67,2761.93,1500.0,5164.07,2933.38,6667.37,7655.06,2554.89,5655.05,2973.82,1231.9,943.12,demo,True
2026-04-02 10:00:00,38595.35,38859.66,3002.89,4111.61,4848.26,2559.34,5936.36,7358.99,2734.27,5278.06,3741.29,1261.76,1029.73,demo,True
2026-04-02 11:00:00,39193.95,39547.2,3104.62,1513.85,4755.26,3102.01,7095.38,7476.23,2599.93,6870.51,3991.01,1236.06,906.97,demo,True
2026-04-02 12:00:00,38298.38,38898.93,2790.82,1500.0,5701.96,2886.99,6843.42,7752.87,2753.55,5364.74,3890.32,1238.65,966.44,demo,True
2026-04-02 13:00:00,37681.05,37917.09,3115.94,2686.99,5320.38,2673.26,6274.42,7262.57,2539.99,5392.78,3633.47,1214.69,918.53,demo,True
2026-04-02 14:00:00,37638.7,37964.6,2883.65,2953.33,5205.11,2602.61,6511.04,7910.12,2577.06,4443.55,3573.65,1242.85,945.28,demo,True
2026-04-02 15:00:00,38725.41,38793.73,2872.91,3868.46,5770.76,2977.68,6304.93,7226.35,2756.19,5028.27,2643.01,1263.63,954.46,demo,True
2026-04-02 16:00:00,38900.08,39309.6,3040.11,4080.75,5465.74,2838.01,6604.73,7452.83,2839.52,5872.47,1931.87,1248.35,975.34,demo,True
2026-04-02 17:00:00,38786.38,39039.34,3137.61,6100.0,5660.01,2886.87,6521.47,7327.58,2784.96,4627.41,966.36,1222.52,942.16,demo,True
2026-04-02 18:00:00,37701.64,37753.46,2979.09,6256.54,4893.21,2804.8,6580.02,8025.76,2831.92,4210.28,0.0,1211.92,938.99,demo,True
2026-04-02 19:00:00,37662.78,37713.26,3019.82,6308.57,4883.48,2619.51,6140.09,7441.44,2779.03,5296.73,0.0,1302.8,941.63,demo,True
2026-04-02 20:00:00,36400.01,36632.12,3092.32,3708.6,5360.44,2891.55,6331.46,7449.72,2759.56,5955.06,0.0,1258.13,917.6,demo,True
2026-04-02 21:00:00,34807.17,34958.13,2829.58,2339.73,5307.77,2764.44,6901.12,7486.04,2683.06,5277.6,0.0,1229.4,968.97,demo,True
2026-04-02 22:00:00,33279.17,33868.83,2982.24,1500.0,5524.91,2796.1,6313.17,7596.3,2845.65,5072.71,0.0,1261.54,958.44,demo,True
2026-04-02 23:00:00,30787.01,32026.23,2686.68,1500.0,4775.99,3227.86,5574.78,7510.64,2875.62,4293.56,0.0,1304.73,963.06,demo,True
2026-04-03 00:00:00,29332.1,34239.53,2500.87,1500.0,5382.94,2956.43,6447.28,7561.26,2749.54,5428.65,0.0,1265.51,947.91,demo,True
2026-04-03 01:00:00,27696.28,34472.34,2450.18,1500.0,5457.21,2966.82,7344.02,6821.63,2747.51,5510.61,0.0,1180.32,944.21,demo,True
2026-04-03 02:00:00,27423.22,34171.14,2378.39,1500.0,5443.4,3289.69,6797.11,7618.16,2956.89,4264.31,0.0,1316.31,985.27,demo,True
2026-04-03 03:00:00,28091.71,34023.69,2441.73,1500.0,5094.26,2869.22,6295.55,7617.0,2767.79,5695.45,0.0,1203.77,980.65,demo,True
2026-04-03 04:00:00,27838.52,34490.46,2459.2,1500.0,5334.84,2821.55,6482.29,7849.03,2783.58,5481.89,0.0,1244.85,992.44,demo,True
2026-04-03 05:00:00,30409.23,34483.57,2509.18,1500.0,4998.33,2677.74,6737.95,7915.96,2836.81,5633.94,0.0,1221.66,961.18,demo,True
2026-04-03 06:00:00,32343.24,33141.16,2526.32,1500.0,5123.83,2718.54,5885.31,7594.05,2771.11,5326.24,0.0,1231.5,990.58,demo,True
2026-04-03 07:00:00,34211.04,34457.66,2861.68,1755.98,4928.84,2431.52,6200.38,7822.26,2688.49,5326.01,1109.57,1257.11,937.52,demo,True
2026-04-03 08:00:00,36130.73,36634.41,2949.01,2382.66,5002.75,2942.28,6639.42,7407.65,2836.31,5222.27,2058.87,1198.22,943.97,demo,True
2026-04-03 09:00:00,38552.56,38557.11,2862.67,2848.91,5137.35,2571.95,7058.07,7826.08,2790.26,5357.0,2733.88,1247.74,985.85,demo,True
2026-04-03 10:00:00,37568.08,37809.1,2953.11,2982.58,5072.36,2962.49,6346.24,7538.55,3019.88,3972.42,3660.59,1278.68,975.3,demo,True
2026-04-03 11:00:00,39091.47,39032.97,3130.39,3999.45,5002.71,2792.26,7048.46,7411.05,2897.26,4088.56,3623.02,1228.92,941.29,demo,True
2026-04-03 12:00:00,37210.13,37386.25,2983.11,2284.04,4862.1,2823.05,6235.99,7638.0,2734.96,4426.68,4247.58,1215.24,918.61,demo,True
2026-04-03 13:00:00,38044.74,38342.04,2883.1,2784.33,5709.88,2792.37,5315.07,7994.04,2897.61,4683.76,3974.58,1246.52,943.88,demo,True
2026-04-03 14:00:00,38339.76,38305.29,3064.88,2511.22,5069.85,3049.49,6760.33,7732.82,2850.71,4895.18,3264.69,1241.54,929.45,demo,True
2026-04-03 15:00:00,38690.35,38860.29,3006.37,3162.95,5285.79,3017.7,6689.14,8029.24,2974.47,4814.44,2649.7,1235.12,1001.74,demo,True
2026-04-03 16:00:00,38887.66,39189.96,3070.7,5126.0,4742.67,2794.8,6757.66,7542.27,2757.91,5160.25,2115.3,1220.29,972.8,demo,True
2026-04-03 17:00:00,38971.51,39245.12,2969.73,5194.71,5552.99,2638.18,6743.99,7944.45,2846.93,5124.25,1009.63,1262.98,927.02,demo,True
2026-04-03 18:00:00,37933.39,38244.4,2648.68,6830.01,5243.46,2966.3,6567.11,7577.33,2815.77,4060.89,0.0,1264.88,918.65,demo,True
2026-04-03 19:00:00,37186.62,37261.19,2899.78,5815.08,5084.59,2624.58,6409.41,7777.22,2837.98,4562.33,0.0,1223.36,926.65,demo,True
2026-04-03 20:00:00,36928.92,37231.14,3016.64,6567.22,5086.86,2520.12,6422.76,7782.11,2727.97,3964.03,0.0,1226.82,933.24,demo,True
2026-04-03 21:00:00,34530.18,34672.18,2782.83,2788.19,5426.05,2889.7,6338.86,7886.71,2906.47,4237.78,0.0,1253.41,945.0,demo,True
2026-04-03 22:00:00,31786.19,32650.25,2685.02,1500.0,4432.2,3019.33,6359.86,7803.05,2890.6,4435.9,0.0,1225.88,983.44,demo,True
2026-04-03 23:00:00,29847.19,30356.98,2638.85,1500.0,4985.71,2727.08,5866.14,7591.92,2997.69,2512.97,0.0,1254.47,921.0,demo,True
2026-04-04 00:00:00,25723.24,34086.84,2255.74,1500.0,5169.04,2872.81,6074.99,7954.81,2845.21,5364.6,0.0,1286.7,1018.69,demo,True
2026-04-04 01:00:00,25506.99,33335.99,2246.77,1500.0,5166.04,2725.18,6442.8,8148.66,2799.86,4383.24,0.0,1248.5,921.7,demo,True
2026-04-04 02:00:00,24830.53,32459.75,2063.84,1500.0,5851.38,2929.96,5715.7,7645.76,2946.8,3742.77,0.0,1219.66,907.73,demo,True
2026-04-04 03:00:00,25643.15,32747.93,2150.4,1500.0,5112.23,2997.11,5797.26,7376.9,2759.5,4944.49,0.0,1259.8,1000.65,demo,True
2026-04-04 04:00:00,26069.45,32959.89,2205.01,1500.0,5457.46,2752.68,6383.0,7896.91,2987.65,3746.98,0.0,1245.56,989.64,demo,True
2026-04-04 05:00:00,28253.97,33069.1,2497.86,1500.0,5671.03,2615.03,6455.08,7720.55,2989.97,3926.66,0.0,1246.25,944.53,demo,True
2026-04-04 06:00:00,30620.41,32366.45,2547.04,1500.0,5374.36,2537.73,6390.33,7770.87,3013.4,3556.44,0.0,1261.88,961.44,demo,True
2026-04-04 07:00:00,31951.72,33805.58,2573.14,1500.0,5024.81,2966.62,5667.03,7928.32,2910.14,4565.6,1013.58,1267.28,962.2,demo,True
2026-04-04 08:00:00,34153.08,34253.11,2697.11,1500.0,4866.03,2595.42,7043.34,7711.75,2808.91,3626.81,1895.86,1250.89,954.1,demo,True
2026-04-04 09:00:00,34552.75,34998.55,2695.47,1500.0,5393.81,2866.96,5997.32,7759.15,2882.65,3693.94,2745.12,1248.48,911.11,demo,True
2026-04-04 10:00:00,35430.03,37071.07,2889.2,1500.0,5627.71,2939.93,6213.64,7802.36,2917.35,4161.27,3731.68,1301.59,875.54,demo,True
2026-04-04 11:00:00,35656.45,36550.92,2818.46,1500.0,5341.95,2709.77,6058.38,8153.76,2806.63,3792.53,3983.23,1280.01,924.66,demo,True
2026-04-04 12:00:00,35061.05,37275.63,2882.04,1500.0,5520.7,2770.08,6954.66,7843.01,3035.85,3413.85,3962.15,1270.84,1004.48,demo,True
2026-04-04 13:00:00,36130.04,37829.57,2654.34,1500.0,5873.91,2979.83,6647.5,7570.47,2947.44,3937.87,4113.62,1253.28,1005.66,demo,True
2026-04-04 14:00:00,35407.25,36261.4,2852.41,1500.0,5417.72,2654.53,6334.36,7585.09,2772.63,4594.24,3235.83,1224.86,942.14,demo,True
2026-04-04 15:00:00,35798.74,36086.49,2799.91,2869.9,4913.84,2636.25,6309.72,7884.62,3107.43,3426.8,2738.48,1278.18,921.26,demo,True
2026-04-04 16:00:00,36236.33,36572.7,2874.75,4122.38,5213.28,2757.81,6562.86,7611.27,2894.88,3270.43,1927.84,1253.61,958.34,demo,True
2026-04-04 17:00:00,36238.74,36289.18,3039.76,4784.25,5556.26,3030.02,6063.71,7521.73,2753.53,3242.27,1138.66,1235.57,963.17,demo,True
2026-04-04 18:00:00,36153.27,36085.69,2878.08,4459.48,5135.32,3089.93,6633.26,8010.9,2786.74,3758.13,0.0,1243.92,968.02,demo,True
2026-04-04 19:00:00,34951.33,35036.89,2898.05,4411.17,5591.48,2782.22,6307.97,8027.25,3066.37,2750.4,0.0,1225.85,874.19,demo,True
2026-04-04 20:00:00,33542.02,33548.82,2667.48,2922.82,5182.6,2671.82,6681.87,7801.18,3108.22,2859.14,0.0,1276.43,1044.73,demo,True
2026-04-04 21:00:00,32118.29,32115.76,2684.22,1773.16,5286.93,2991.54,6670.0,7952.24,3011.66,2179.18,0.0,1267.08,983.97,demo,True
2026-04-04 22:00:00,29008.03,30890.6,2351.22,1500.0,5108.81,2499.53,6292.24,7934.42,3050.05,2306.95,0.0,1254.54,944.06,demo,True
2026-04-04 23:00:00,27137.52,31207.18,2382.11,1500.0,5241.48,2844.57,5781.55,8030.9,3038.87,2592.43,0.0,1248.93,928.45,demo,True
2026-04-05 00:00:00,25450.97,31948.34,2334.2,1500.0,5255.24,2792.1,6413.61,8036.69,2960.75,2777.35,0.0,1232.98,979.62,demo,True
2026-04-05 01:00:00,24470.91,31384.39,2336.89,1500.0,4781.78,3032.89,5992.68,7335.59,2934.38,3645.46,0.0,1196.75,964.86,demo,True
2026-04-05 02:00:00,25020.68,32139.11,2204.58,1500.0,5085.19,3051.1,6527.52,7861.11,2960.56,2986.19,0.0,1214.68,952.76,demo,True
2026-04-05 03:00:00,24535.98,30854.24,2201.71,1500.0,4879.37,2630.34,6410.2,8033.05,2984.9,2221.19,0.0,1231.43,963.75,demo,True
2026-04-05 04:00:00,26113.81,30809.07,2285.42,1500.0,5094.15,2830.18,6294.2,7833.84,2808.3,2274.1,0.0,1227.68,946.62,demo,True
2026-04-05 05:00:00,29062.46,31667.43,2462.39,1500.0,4993.26,2697.29,6046.55,7937.07,2985.76,3288.21,0.0,1257.23,962.06,demo,True
2026-04-05 06:00:00,29943.12,33169.23,2460.99,1500.0,5463.07,2747.2,6915.38,8099.16,3073.51,3128.83,0.0,1270.29,971.79,demo,True
2026-04-05 07:00:00,32694.52,33025.06,2499.85,1596.2,5466.08,2911.13,6341.21,7956.65,2874.18,2546.29,1126.24,1246.79,960.3,demo,True
2026-04-05 08:00:00,33189.8,34504.33,2624.63,1500.0,5345.68,2739.72,7323.67,8275.36,2861.73,2279.7,1934.52,1285.22,958.73,demo,True
2026-04-05 09:00:00,34882.29,35187.69,2776.79,1500.0,4870.41,2834.91,6512.23,8196.26,2956.8,3034.28,3060.59,1230.43,991.79,demo,True
2026-04-05 10:00:00,35029.15,35235.07,2803.65,2363.15,5174.48,2972.31,6623.06,7926.88,2821.87,1948.16,3256.46,1246.61,902.09,demo,True
2026-04-05 11:00:00,35696.35,35833.7,2882.81,1935.53,4849.73,3072.73,6513.72,7913.97,2741.94,2616.05,4015.24,1248.73,926.06,demo,True
2026-04-05 12:00:00,36496.36,36829.33,2945.59,1807.86,5161.7,2851.96,6619.55,7334.98,3037.73,3533.81,4253.64,1277.3,950.8,demo,True
2026-04-05 13:00:00,34590.04,35964.81,2734.54,1500.0,5368.33,2821.2,6882.44,7894.66,2845.84,2479.87,3991.7,1252.65,928.1,demo,True
2026-04-05 14:00:00,36049.93,36558.52,2740.73,3370.72,5457.95,2600.69,6886.48,7673.15,2902.04,1971.42,3504.62,1253.34,938.12,demo,True
2026-04-05 15:00:00,35966.41,36312.49,2907.43,3502.61,5322.94,3085.44,5881.69,8023.85,2826.4,2548.77,2923.53,1208.63,988.63,demo,True
2026-04-05 16:00:00,35493.9,35850.09,2864.78,3400.71,5527.2,2889.23,6799.42,8013.05,3052.53,2095.31,1899.6,1227.5,945.53,demo,True
2026-04-05 17:00:00,34923.93,34748.53,2826.69,4054.37,5267.54,2824.52,6674.0,8136.68,3001.32,1622.37,995.21,1277.4,895.12,demo,True
2026-04-05 18:00:00,35747.99,35810.77,3013.98,5382.19,5139.27,2815.31,6512.56,8294.97,2869.59,2661.45,0.0,1198.12,937.3,demo,True
2026-04-05 19:00:00,34659.62,35177.91,2881.6,3945.05,5427.15,2864.92,7099.39,7985.96,2756.34,2863.78,0.0,1283.57,951.74,demo,True
2026-04-05 20:00:00,34011.21,34229.27,2810.35,3028.69,5435.68,2938.92,7113.47,8497.4,2855.66,2145.76,0.0,1262.49,951.19,demo,True
2026-04-05 21:00:00,32199.39,32139.06,2701.93,1972.42,5063.72,2961.2,6816.61,8050.74,2965.0,2111.38,0.0,1231.31,966.68,demo,True
2026-04-05 22:00:00,31320.41,31610.3,2724.73,2264.6,5298.54,3089.94,6309.76,7715.18,2918.41,1820.43,0.0,1229.2,964.23,demo,True
2026-04-05 23:00:00,27992.95,30814.44,2380.79,1500.0,5123.48,2843.68,6082.63,7883.53,2907.98,2229.9,0.0,1297.4,945.84,demo,True
2026-04-06 00:00:00,28170.41,31135.0,2381.17,1500.0,4677.77,3115.76,6764.04,7928.87,2919.33,2029.75,0.0,1285.29,914.21,demo,True
2026-04-06 01:00:00,27804.47,31907.03,2426.32,1500.0,5314.43,2990.39,6975.84,8144.76,2983.93,1813.91,0.0,1247.01,936.77,demo,True
2026-04-06 02:00:00,27404.83,31100.0,2287.58,1500.0,4863.42,2789.18,5789.97,7809.64,2886.71,3276.4,0.0,1253.36,931.32,demo,True
2026-04-06 03:00:00,28631.24,31818.01,2476.27,1500.0,5285.34,2499.87,6880.2,7955.95,2944.52,2576.83,0.0,1233.85,941.45,demo,True
2026-04-06 04:00:00,29473.1,31156.81,2528.59,1500.0,4800.82,2815.4,6410.8,7989.48,2770.79,2645.42,0.0,1253.37,970.74,demo,True
2026-04-06 05:00:00,30912.81,31598.38,2586.5,1500.0,5012.89,3080.53,5866.85,7929.65,3194.3,2818.9,0.0,1233.15,962.12,demo,True
2026-04-06 06:00:00,33726.81,33952.86,2741.17,3472.79,5087.26,2660.45,6664.29,8210.0,2852.31,2782.99,0.0,1248.04,974.72,demo,True
2026-04-06 07:00:00,33856.12,34037.9,2918.67,2253.03,5512.45,2814.84,6818.29,8175.77,2909.25,2213.48,1107.06,1295.26,938.48,demo,True
2026-04-06 08:00:00,35905.51,36093.66,2956.98,3650.56,5061.29,2829.74,6377.03,8294.43,2951.17,2581.1,2105.48,1247.61,995.25,demo,True
2026-04-06 09:00:00,36887.5,37143.3,2923.62,4740.12,4920.51,2969.58,6129.93,7968.0,2832.19,2337.3,3051.69,1223.8,970.19,demo,True
2026-04-06 10:00:00,37931.3,38128.61,2980.36,3165.01,5294.73,2730.19,7099.23,8308.34,2880.64,2720.19,3761.06,1215.84,953.37,demo,True
2026-04-06 11:00:00,37479.99,37861.94,3077.57,4461.64,5143.59,2643.51,6265.98,7746.6,2877.31,2703.06,3798.98,1253.18,968.1,demo,True
2026-04-06 12:00:00,38862.75,39016.27,2990.82,4627.27,5405.55,2902.6,6905.82,7744.05,2766.19,2374.19,4129.89,1230.98,929.73,demo,True
2026-04-06 13:00:00,38153.61,38685.9,2921.76,6333.93,4936.91,2666.19,5970.43,7785.2,2926.48,1936.19,3987.67,1256.17,886.74,demo,True
2026-04-06 14:00:00,37226.27,37371.75,2963.0,4056.12,5254.82,2469.61,6645.6,8056.93,2673.83,2711.21,3362.31,1209.51,931.8,demo,True
2026-04-06 15:00:00,37599.09,38014.71,3006.46,3466.82,5842.09,3131.27,6635.63,8322.02,3079.88,2575.1,2722.22,1267.26,972.42,demo,True
2026-04-06 16:00:00,38639.27,39062.65,3119.42,7427.39,5137.79,2966.87,6805.7,7927.54,2962.44,1773.01,1886.01,1223.5,952.41,demo,True
2026-04-06 17:00:00,39032.86,39312.71,3165.24,6713.68,5248.55,3139.01,7022.54,7957.59,2941.64,3014.74,1077.91,1251.16,945.89,demo,True
2026-04-06 18:00:00,39605.21,39869.03,3079.23,9802.83,4768.13,2957.32,6215.23,8017.3,2654.13,3287.99,0.0,1241.54,924.56,demo,True
2026-04-06 19:00:00,39579.97,39698.76,2995.83,7857.94,4978.23,2922.47,6682.27,8193.14,2764.92,4115.51,0.0,1292.96,891.33,demo,True
2026-04-06 20:00:00,36648.42,36805.35,2909.91,6658.85,5319.53,2866.52,6021.7,7964.26,3024.17,2703.29,0.0,1254.29,992.75,demo,True
2026-04-06 21:00:00,34001.41,34290.98,2841.17,4164.48,5114.23,2766.51,6017.73,7954.12,3352.95,2678.55,0.0,1298.64,943.76,demo,True
2026-04-06 22:00:00,31216.73,31467.23,2540.98,1500.0,5359.75,2892.18,6297.58,7777.55,2995.44,2443.59,0.0,1264.02,937.11,demo,True
2026-04-06 23:00:00,30857.89,32447.43,2421.64,1500.0,5310.48,2700.42,6643.26,7949.75,2973.72,3154.32,0.0,1285.64,929.85,demo,True
2026-04-07 00:00:00,28327.8,32734.13,2464.27,1500.0,4857.31,2607.54,7086.9,8336.48,2909.41,3204.07,0.0,1244.78,987.64,demo,True
2026-04-07 01:00:00,27398.23,32682.24,2366.87,1500.0,5463.98,2740.2,7150.63,8099.27,2741.77,2751.31,0.0,1258.64,976.44,demo,True
2026-04-07 02:00:00,26832.37,31989.32,2215.76,1500.0,4876.9,3032.47,6375.79,7918.26,2959.87,3124.59,0.0,1280.47,920.98,demo,True
2026-04-07 03:00:00,27591.26,31282.41,2425.23,1500.0,5001.12,2578.17,6606.94,8354.66,2705.21,2278.76,0.0,1272.62,984.94,demo,True
2026-04-07 04:00:00,29644.71,32812.34,2490.67,1500.0,5259.67,2581.03,6830.05,7955.56,2688.92,3788.19,0.0,1263.27,945.65,demo,True
2026-04-07 05:00:00,30782.93,33028.93,2749.56,1500.0,5607.43,2906.44,6767.88,8398.23,2678.14,2997.33,0.0,1241.8,931.68,demo,True
2026-04-07 06:00:00,32601.46,33037.47,2691.9,1980.76,4938.99,2725.29,6440.69,8396.08,2944.75,3423.7,0.0,1246.03,941.19,demo,True
2026-04-07 07:00:00,33973.3,34365.31,2827.43,2832.34,5238.4,2887.39,6526.64,8100.98,2817.4,2786.61,970.61,1278.44,926.5,demo,True
2026-04-07 08:00:00,35191.06,35590.66,2829.13,2869.53,5240.57,2978.17,6461.44,7760.27,2832.95,3268.21,1985.5,1283.65,910.37,demo,True
2026-04-07 09:00:00,37205.68,37565.5,2872.86,3045.81,5370.91,2883.08,6427.07,8594.85,2815.49,3479.4,2740.42,1235.18,973.28,demo,True
2026-04-07 10:00:00,38176.52,38564.06,2942.68,3983.29,5507.85,2686.2,6380.51,8177.5,2678.68,3673.65,3301.6,1231.41,943.38,demo,True
2026-04-07 11:00:00,39691.22,39609.67,3156.45,3871.37,5094.94,3030.93,6458.12,8022.1,2729.64,3979.47,4227.19,1227.4,968.52,demo,True
2026-04-07 12:00:00,38519.33,38571.37,3043.57,2200.49,5463.08,2933.58,6357.97,8304.69,2731.97,4519.54,3830.7,1270.74,958.62,demo,True
2026-04-07 13:00:00,39007.08,39029.71,2875.18,3041.17,5545.88,2804.83,6102.6,8249.75,2634.01,4226.75,4231.48,1226.76,966.46,demo,True
2026-04-07 14:00:00,37916.33,38394.96,2833.71,1779.44,5663.83,2796.12,6801.9,8384.48,2738.3,4401.78,3670.05,1270.44,888.62,demo,True
2026-04-07 15:00:00,37490.54,37599.6,2824.01,2277.8,5330.5,2867.32,6680.69,7951.1,2665.15,4703.86,2935.54,1263.64,924.0,demo,True
2026-04-07 16:00:00,37754.22,37892.11,3058.98,3105.42,5240.93,2743.84,7156.81,8167.55,2860.27,4325.47,2088.37,1236.37,967.08,demo,True
2026-04-07 17:00:00,37948.51,38199.71,2851.45,5984.61,5076.61,2506.38,6629.33,7837.18,2866.24,4081.68,1016.81,1289.1,911.76,demo,True
2026-04-07 18:00:00,39707.43,39733.57,3192.67,7912.86,4820.66,2935.03,6354.06,8245.18,2627.61,4663.53,0.0,1213.44,961.19,demo,True
2026-04-07 19:00:00,36975.3,37293.79,2985.56,5170.31,5127.73,2924.33,6280.75,8093.97,2743.1,4753.83,0.0,1291.49,908.28,demo,True
2026-04-07 20:00:00,36955.28,36821.81,2954.21,4724.04,5229.21,2385.81,6516.58,8161.19,2997.22,4599.28,0.0,1257.97,950.49,demo,True
2026-04-07 21:00:00,34072.04,34110.09,2742.35,2832.08,5171.53,2891.92,6693.51,8067.45,2652.54,3604.59,0.0,1198.16,998.3,demo,True
2026-04-07 22:00:00,33371.27,33657.05,2836.92,1679.13,5355.41,3116.17,6414.35,8044.63,2817.11,3967.22,0.0,1289.8,973.24,demo,True
2026-04-07 23:00:00,30949.96,32061.9,2587.86,1500.0,4821.91,2597.03,5985.41,7908.95,2774.21,4305.61,0.0,1274.31,894.48,demo,True
