timestamp,generation_mwh,generation_source
2026-04-03 08:00:00,2382.66,Natural gas
2026-04-03 09:00:00,2848.91,Natural gas
2026-04-03 10:00:00,2982.58,Natural gas
2026-04-03 11:00:00,3999.45,Natural gas
2026-04-03 12:00:00,2284.04,Natural gas
2026-04-03 13:00:00,2784.33,Natural gas
2026-04-03 14:00:00,2511.22,Natural gas
2026-04-03 15:00:00,3162.95,Natural gas
2026-04-03 16:00:00,5126.0,Natural gas
2026-04-03 17:00:00,5194.71,Natural gas
2026-04-03 18:00:00,6830.01,Natural gas
2026-04-03 19:00:00,5815.08,Natural gas
2026-04-03 20:00:00,6567.22,Natural gas
2026-04-03 21:00:00,2788.19,Natural gas
2026-04-03 22:00:00,1500.0,Natural gas
2026-04-03 23:00:00,1500.0,Natural gas
2026-04-04 00:00:00,1500.0,Natural gas
2026-04-04 01:00:00,1500.0,Natural gas
2026-04-04 02:00:00,1500.0,Natural gas
2026-04-04 03:00:00,1500.0,Natural gas
2026-04-04 04:00:00,1500.0,Natural gas
2026-04-04 05:00:00,1500.0,Natural gas
2026-04-04 06:00:00,1500.0,Natural gas
2026-04-04 07:00:00,1500.0,Natural gas
2026-04-04 08:00:00,1500.0,Natural gas
2026-04-04 09:00:00,1500.0,Natural gas
2026-04-04 10:00:00,1500.0,Natural gas
2026-04-04 11:00:00,1500.0,Natural gas
2026-04-04 12:00:00,1500.0,Natural gas
2026-04-04 13:00:00,1500.0,Natural gas
2026-04-04 14:00:00,1500.0,Natural gas
2026-04-04 15:00:00,2869.9,Natural gas
2026-04-04 16:00:00,4122.38,Natural gas
2026-04-04 17:00:00,4784.25,Natural gas
2026-04-04 18:00:00,4459.48,Natural gas
2026-04-04 19:00:00,4411.17,Natural gas
2026-04-04 20:00:00,2922.82,Natural gas
2026-04-04 21:00:00,1773.16,Natural gas
2026-04-04 22:00:00,1500.0,Natural gas
2026-04-04 23:00:00,1500.0,Natural gas
2026-04-05 00:00:00,1500.0,Natural gas
2026-04-05 01:00:00,1500.0,Natural gas
2026-04-05 02:00:00,1500.0,Natural gas
2026-04-05 03:00:00,1500.0,Natural gas
2026-04-05 04:00:00,1500.0,Natural gas
2026-04-05 05:00:00,1500.0,Natural gas
2026-04-05 06:00:00,1500.0,Natural gas
2026-04-05 07:00:00,1596.2,Natural gas
2026-04-05 08:00:00,1500.0,Natural gas
2026-04-05 09:00:00,1500.0,Natural gas
2026-04-05 10:00:00,2363.15,Natural gas
2026-04-05 11:00:00,1935.53,Natural gas
2026-04-05 12:00:00,1807.86,Natural gas
2026-04-05 13:00:00,1500.0,Natural gas
2026-04-05 14:00:00,3370.72,Natural gas
2026-04-05 15:00:00,3502.61,Natural gas
2026-04-05 16:00:00,3400.71,Natural gas
2026-04-05 17:00:00,4054.37,Natural gas
2026-04-05 18:00:00,5382.19,Natural gas
2026-04-05 19:00:00,3945.05,Natural gas
2026-04-05 20:00:00,3028.69,Natural gas
2026-04-05 21:00:00,1972.42,Natural gas
2026-04-05 22:00:00,2264.6,Natural gas
2026-04-05 23:00:00,1500.0,Natural gas
2026-04-06 00:00:00,1500.0,Natural gas
2026-04-06 01:00:00,1500.0,Natural gas
2026-04-06 02:00:00,1500.0,Natural gas
2026-04-06 03:00:00,1500.0,Natural gas
2026-04-06 04:00:00,1500.0,Natural gas
2026-04-06 05:00:00,1500.0,Natural gas
2026-04-06 06:00:00,3472.79,Natural gas
2026-04-06 07:00:00,2253.03,Natural gas
2026-04-06 08:00:00,3650.56,Natural gas
2026-04-06 09:00:00,4740.12,Natural gas
2026-04-06 10:00:00,3165.01,Natural gas
2026-04-06 11:00:00,4461.64,Natural gas
2026-04-06 12:00:00,4627.27,Natural gas
2026-04-06 13:00:00,6333.93,Natural gas
2026-04-06 14:00:00,4056.12,Natural gas
2026-04-06 15:00:00,3466.82,Natural gas
2026-04-06 16:00:00,7427.39,Natural gas
2026-04-06 17:00:00,6713.68,Natural gas
2026-04-06 18:00:00,9802.83,Natural gas
2026-04-06 19:00:00,7857.94,Natural gas
2026-04-06 20:00:00,6658.85,Natural gas
2026-04-06 21:00:00,4164.48,Natural gas
2026-04-06 22:00:00,1500.0,Natural gas
2026-04-06 23:00:00,1500.0,Natural gas
2026-04-07 00:00:00,1500.0,Natural gas
2026-04-07 01:00:00,1500.0,Natural gas
2026-04-07 02:00:00,1500.0,Natural gas
2026-04-07 03:00:00,1500.0,Natural gas
2026-04-07 04:00:00,1500.0,Natural gas
2026-04-07 05:00:00,1500.0,Natural gas
2026-04-07 06:00:00,1980.76,Natural gas
2026-04-07 07:00:00,2832.34,Natural gas
2026-04-07 08:00:00,2869.53,Natural gas
2026-04-07 09:00:00,3045.81,Natural gas
2026-04-07 10:00:00,3983.29,Natural gas
2026-04-07 11:00:00,3871.37,Natural gas
2026-04-07 12:00:00,2200.49,Natural gas
2026-04-07 13:00:00,3041.17,Natural gas
2026-04-07 14:00:00,1779.44,Natural gas
2026-04-07 15:00:00,2277.8,Natural gas
2026-04-07 16:00:00,3105.42,Natural gas
2026-04-07 17:00:00,5984.61,Natural gas
2026-04-07 18:00:00,7912.86,Natural gas
2026-04-07 19:00:00,5170.31,Natural gas
2026-04-07 20:00:00,4724.04,Natural gas
2026-04-07 21:00:00,2832.08,Natural gas
2026-04-07 22:00:00,1679.13,Natural gas
2026-04-07 23:00:00,1500.0,Natural gas
2026-04-08 00:00:00,1500.0,Natural gas
2026-04-08 01:00:00,1500.0,Natural gas
2026-04-08 02:00:00,1500.0,Natural gas
2026-04-08 03:00:00,1500.0,Natural gas
2026-04-08 04:00:00,1500.0,Natural gas
2026-04-08 05:00:00,1500.0,Natural gas
2026-04-08 06:00:00,1500.0,Natural gas
2026-04-08 07:00:00,1952.87,Natural gas
2026-04-08 08:00:00,4977.35,Natural gas
2026-04-08 09:00:00,4218.5,Natural gas
2026-04-08 10:00:00,1936.44,Natural gas
2026-04-08 11:00:00,1517.49,Natural gas
2026-04-08 12:00:00,3177.51,Natural gas
2026-04-08 13:00:00,1994.3,Natural gas
2026-04-08 14:00:00,3618.2,Natural gas
2026-04-08 15:00:00,2723.52,Natural gas
2026-04-08 16:00:00,3076.78,Natural gas
2026-04-08 17:00:00,5141.44,Natural gas
2026-04-08 18:00:00,6841.56,Natural gas
2026-04-08 19:00:00,4185.46,Natural gas
2026-04-08 20:00:00,3272.57,Natural gas
2026-04-08 21:00:00,4671.14,Natural gas
2026-04-08 22:00:00,1500.0,Natural gas
2026-04-08 23:00:00,1500.0,Natural gas
2026-04-09 00:00:00,1500.0,Natural gas
2026-04-09 01:00:00,1500.0,Natural gas
2026-04-09 02:00:00,1500.0,Natural gas
2026-04-09 03:00:00,1500.0,Natural gas
2026-04-09 04:00:00,1500.0,Natural gas
2026-04-09 05:00:00,1500.0,Natural gas
2026-04-09 06:00:00,1500.0,Natural gas
2026-04-09 07:00:00,1500.0,Natural gas
2026-04-09 08:00:00,1594.22,Natural gas
2026-04-09 09:00:00,3447.41,Natural gas
2026-04-09 10:00:00,2193.93,Natural gas
2026-04-09 11:00:00,1500.0,Natural gas
2026-04-09 12:00:00,1500.0,Natural gas
2026-04-09 13:00:00,3394.49,Natural gas
2026-04-09 14:00:00,2161.47,Natural gas
2026-04-09 15:00:00,2953.6,Natural gas
2026-04-09 16:00:00,3095.22,Natural gas
2026-04-09 17:00:00,4709.34,Natural gas
2026-04-09 18:00:00,6791.85,Natural gas
2026-04-09 19:00:00,3935.86,Natural gas
2026-04-09 20:00:00,4922.23,Natural gas
2026-04-09 21:00:00,2236.15,Natural gas
2026-04-09 22:00:00,1500.0,Natural gas
2026-04-09 23:00:00,1500.0,Natural gas
2026-04-10 00:00:00,1500.0,Natural gas
2026-04-10 01:00:00,1500.0,Natural gas
2026-04-10 02:00:00,1500.0,Natural gas
2026-04-10 03:00:00,1500.0,Natural gas
2026-04-10 04:00:00,1500.0,Natural gas
2026-04-10 05:00:00,1500.0,Natural gas
2026-04-10 06:00:00,1500.0,Natural gas
2026-04-10 07:00:00,1500.0,Natural gas
2026-04-10 08:00:00,1671.33,Natural gas
2026-04-10 09:00:00,4099.47,Natural gas
2026-04-10 10:00:00,5428.54,Natural gas
2026-04-10 11:00:00,4654.99,Natural gas
2026-04-10 12:00:00,2540.03,Natural gas
2026-04-10 13:00:00,2344.85,Natural gas
2026-04-10 14:00:00,3422.97,Natural gas
2026-04-10 15:00:00,5285.68,Natural gas
2026-04-10 16:00:00,6057.18,Natural gas
2026-04-10 17:00:00,6589.96,Natural gas
2026-04-10 18:00:00,5945.38,Natural gas
2026-04-10 19:00:00,8091.22,Natural gas
2026-04-10 20:00:00,5201.54,Natural gas
2026-04-10 21:00:00,4632.42,Natural gas
2026-04-10 22:00:00,1500.0,Natural gas
2026-04-10 23:00:00,1500.0,Natural gas
2026-04-11 00:00:00,1500.0,Natural gas
2026-04-11 01:00:00,1500.0,Natural gas
2026-04-11 02:00:00,1500.0,Natural gas
2026-04-11 03:00:00,1500.0,Natural gas
2026-04-11 04:00:00,1500.0,Natural gas
2026-04-11 05:00:00,1500.0,Natural gas
2026-04-11 06:00:00,1500.0,Natural gas
2026-04-11 07:00:00,3227.59,Natural gas
2026-04-11 08:00:00,5025.12,Natural gas
2026-04-11 09:00:00,1500.0,Natural gas
2026-04-11 10:00:00,2396.15,Natural gas
2026-04-11 11:00:00,2797.67,Natural gas
2026-04-11 12:00:00,4958.44,Natural gas
2026-04-11 13:00:00,3312.38,Natural gas
2026-04-11 14:00:00,2336.82,Natural gas
2026-04-11 15:00:00,4484.92,Natural gas
2026-04-11 16:00:00,4349.28,Natural gas
2026-04-11 17:00:00,7024.77,Natural gas
2026-04-11 18:00:00,6203.85,Natural gas
2026-04-11 19:00:00,5190.6,Natural gas
2026-04-11 20:00:00,3902.63,Natural gas
2026-04-11 21:00:00,1511.0,Natural gas
2026-04-11 22:00:00,2973.43,Natural gas
2026-04-11 23:00:00,1500.0,Natural gas
2026-04-12 00:00:00,1500.0,Natural gas
2026-04-12 01:00:00,1500.0,Natural gas
2026-04-12 02:00:00,1500.0,Natural gas
2026-04-12 03:00:00,1500.0,Natural gas
2026-04-12 04:00:00,1500.0,Natural gas
2026-04-12 05:00:00,1500.0,Natural gas
2026-04-12 06:00:00,3042.95,Natural gas
2026-04-12 07:00:00,2392.07,Natural gas
2026-04-12 08:00:00,3431.43,Natural gas
2026-04-12 09:00:00,6328.67,Natural gas
2026-04-12 10:00:00,3448.68,Natural gas
2026-04-12 11:00:00,4710.49,Natural gas
2026-04-12 12:00:00,1500.0,Natural gas
2026-04-12 13:00:00,1500.0,Natural gas
2026-04-12 14:00:00,4454.71,Natural gas
2026-04-12 15:00:00,4873.07,Natural gas
2026-04-12 16:00:00,5502.22,Natural gas
2026-04-12 17:00:00,3882.54,Natural gas
2026-04-12 18:00:00,7714.16,Natural gas
2026-04-12 19:00:00,7020.17,Natural gas
2026-04-12 20:00:00,5567.07,Natural gas
2026-04-12 21:00:00,4303.77,Natural gas
2026-04-12 22:00:00,1500.0,Natural gas
2026-04-12 23:00:00,1500.0,Natural gas
2026-04-13 00:00:00,1500.0,Natural gas
2026-04-13 01:00:00,1500.0,Natural gas
2026-04-13 02:00:00,1500.0,Natural gas
2026-04-13 03:00:00,1500.0,Natural gas
2026-04-13 04:00:00,1500.0,Natural gas
2026-04-13 05:00:00,1500.0,Natural gas
2026-04-13 06:00:00,3219.1,Natural gas
2026-04-13 07:00:00,5296.6,Natural gas
2026-04-13 08:00:00,6527.04,Natural gas
2026-04-13 09:00:00,4658.63,Natural gas
2026-04-13 10:00:00,4075.93,Natural gas
2026-04-13 11:00:00,6729.84,Natural gas
2026-04-13 12:00:00,6367.0,Natural gas
2026-04-13 13:00:00,5001.17,Natural gas
2026-04-13 14:00:00,5789.38,Natural gas
2026-04-13 15:00:00,4018.26,Natural gas
2026-04-13 16:00:00,6851.13,Natural gas
2026-04-13 17:00:00,7496.97,Natural gas
2026-04-13 18:00:00,8531.8,Natural gas
2026-04-13 19:00:00,9665.58,Natural gas
2026-04-13 20:00:00,6837.96,Natural gas
2026-04-13 21:00:00,5804.76,Natural gas
2026-04-13 22:00:00,4379.72,Natural gas
2026-04-13 23:00:00,1803.97,Natural gas
2026-04-14 00:00:00,1500.0,Natural gas
2026-04-14 01:00:00,1500.0,Natural gas
2026-04-14 02:00:00,1500.0,Natural gas
2026-04-14 03:00:00,1500.0,Natural gas
2026-04-14 04:00:00,1500.0,Natural gas
2026-04-14 05:00:00,1500.0,Natural gas
2026-04-14 06:00:00,3970.33,Natural gas
2026-04-14 07:00:00,4658.62,Natural gas
2026-04-14 08:00:00,4435.73,Natural gas
2026-04-14 09:00:00,4156.73,Natural gas
2026-04-14 10:00:00,5901.6,Natural gas
2026-04-14 11:00:00,5214.71,Natural gas
2026-04-14 12:00:00,5058.26,Natural gas
2026-04-14 13:00:00,4745.77,Natural gas
2026-04-14 14:00:00,3761.83,Natural gas
2026-04-14 15:00:00,5204.81,Natural gas
2026-04-14 16:00:00,4808.8,Natural gas
2026-04-14 17:00:00,6717.71,Natural gas
2026-04-14 18:00:00,8223.55,Natural gas
2026-04-14 19:00:00,7159.95,Natural gas
2026-04-14 20:00:00,4824.62,Natural gas
2026-04-14 21:00:00,4894.19,Natural gas
2026-04-14 22:00:00,2744.28,Natural gas
2026-04-14 23:00:00,1500.0,Natural gas
2026-04-15 00:00:00,1500.0,Natural gas
2026-04-15 01:00:00,1500.0,Natural gas
2026-04-15 02:00:00,1500.0,Natural gas
2026-04-15 03:00:00,1500.0,Natural gas
2026-04-15 04:00:00,1500.0,Natural gas
2026-04-15 05:00:00,1837.7,Natural gas
2026-04-15 06:00:00,1500.0,Natural gas
2026-04-15 07:00:00,2337.8,Natural gas
2026-04-15 08:00:00,3215.28,Natural gas
2026-04-15 09:00:00,2430.06,Natural gas
2026-04-15 10:00:00,2882.91,Natural gas
2026-04-15 11:00:00,5086.51,Natural gas
2026-04-15 12:00:00,1843.8,Natural gas
2026-04-15 13:00:00,4072.16,Natural gas
2026-04-15 14:00:00,5056.91,Natural gas
2026-04-15 15:00:00,4481.91,Natural gas
2026-04-15 16:00:00,3133.65,Natural gas
2026-04-15 17:00:00,7417.06,Natural gas
2026-04-15 18:00:00,9116.58,Natural gas
2026-04-15 19:00:00,7999.28,Natural gas
2026-04-15 20:00:00,5116.37,Natural gas
2026-04-15 21:00:00,3800.13,Natural gas
2026-04-15 22:00:00,1500.0,Natural gas
2026-04-15 23:00:00,1718.12,Natural gas
2026-04-16 00:00:00,1500.0,Natural gas
2026-04-16 01:00:00,1500.0,Natural gas
2026-04-16 02:00:00,1500.0,Natural gas
2026-04-16 03:00:00,1500.0,Natural gas
2026-04-16 04:00:00,1500.0,Natural gas
2026-04-16 05:00:00,1500.0,Natural gas
2026-04-16 06:00:00,1500.0,Natural gas
2026-04-16 07:00:00,2500.52,Natural gas
2026-04-16 08:00:00,4752.55,Natural gas
2026-04-16 09:00:00,4236.21,Natural gas
2026-04-16 10:00:00,4450.28,Natural gas
2026-04-16 11:00:00,4691.07,Natural gas
2026-04-16 12:00:00,6256.81,Natural gas
2026-04-16 13:00:00,5518.78,Natural gas
2026-04-16 14:00:00,5253.54,Natural gas
2026-04-16 15:00:00,6100.69,Natural gas
2026-04-16 16:00:00,5525.47,Natural gas
2026-04-16 17:00:00,5391.9,Natural gas
2026-04-16 18:00:00,10250.41,Natural gas
2026-04-16 19:00:00,6007.4,Natural gas
2026-04-16 20:00:00,7833.85,Natural gas
2026-04-16 21:00:00,5480.9,Natural gas
2026-04-16 22:00:00,2795.92,Natural gas
2026-04-16 23:00:00,1500.0,Natural gas
2026-04-17 00:00:00,1500.0,Natural gas
2026-04-17 01:00:00,1500.0,Natural gas
2026-04-17 02:00:00,1500.0,Natural gas
2026-04-17 03:00:00,1500.0,Natural gas
2026-04-17 04:00:00,1500.0,Natural gas
2026-04-17 05:00:00,1500.0,Natural gas
2026-04-17 06:00:00,1500.0,Natural gas
2026-04-17 07:00:00,5653.62,Natural gas
2026-04-17 08:00:00,5552.9,Natural gas
2026-04-17 09:00:00,7332.0,Natural gas
2026-04-17 10:00:00,6548.83,Natural gas
2026-04-17 11:00:00,6130.6,Natural gas
2026-04-17 12:00:00,5496.05,Natural gas
2026-04-17 13:00:00,5752.86,Natural gas
2026-04-17 14:00:00,5737.99,Natural gas
2026-04-17 15:00:00,5976.33,Natural gas
2026-04-17 16:00:00,6027.53,Natural gas
2026-04-17 17:00:00,9580.66,Natural gas
2026-04-17 18:00:00,9946.57,Natural gas
2026-04-17 19:00:00,9600.79,Natural gas
2026-04-17 20:00:00,8640.25,Natural gas
2026-04-17 21:00:00,7424.01,Natural gas
2026-04-17 22:00:00,4398.57,Natural gas
2026-04-17 23:00:00,1500.0,Natural gas
2026-04-18 00:00:00,1500.0,Natural gas
2026-04-18 01:00:00,1500.0,Natural gas
2026-04-18 02:00:00,1500.0,Natural gas
2026-04-18 03:00:00,1500.0,Natural gas
2026-04-18 04:00:00,1500.0,Natural gas
2026-04-18 05:00:00,1500.0,Natural gas
2026-04-18 06:00:00,3895.62,Natural gas
2026-04-18 07:00:00,2233.98,Natural gas
2026-04-18 08:00:00,3777.92,Natural gas
2026-04-18 09:00:00,4932.05,Natural gas
2026-04-18 10:00:00,4483.19,Natural gas
2026-04-18 11:00:00,4729.35,Natural gas
2026-04-18 12:00:00,3293.52,Natural gas
2026-04-18 13:00:00,3479.32,Natural gas
2026-04-18 14:00:00,4107.03,Natural gas
2026-04-18 15:00:00,5378.75,Natural gas
2026-04-18 16:00:00,4292.73,Natural gas
2026-04-18 17:00:00,6123.84,Natural gas
2026-04-18 18:00:00,8543.7,Natural gas
2026-04-18 19:00:00,8206.92,Natural gas
2026-04-18 20:00:00,7289.5,Natural gas
2026-04-18 21:00:00,5376.32,Natural gas
2026-04-18 22:00:00,2597.52,Natural gas
2026-04-18 23:00:00,1500.0,Natural gas
2026-04-19 00:00:00,1500.0,Natural gas
2026-04-19 01:00:00,1500.0,Natural gas
2026-04-19 02:00:00,1500.0,Natural gas
2026-04-19 03:00:00,1500.0,Natural gas
2026-04-19 04:00:00,1500.0,Natural gas
2026-04-19 05:00:00,1500.0,Natural gas
2026-04-19 06:00:00,2151.64,Natural gas
2026-04-19 07:00:00,4173.48,Natural gas
2026-04-19 08:00:00,4386.06,Natural gas
2026-04-19 09:00:00,4548.58,Natural gas
2026-04-19 10:00:00,3752.73,Natural gas
2026-04-19 11:00:00,5586.4,Natural gas
2026-04-19 12:00:00,4352.06,Natural gas
2026-04-19 13:00:00,3578.66,Natural gas
2026-04-19 14:00:00,4409.07,Natural gas
2026-04-19 15:00:00,5117.25,Natural gas
2026-04-19 16:00:00,7228.08,Natural gas
2026-04-19 17:00:00,7910.76,Natural gas
2026-04-19 18:00:00,7120.47,Natural gas
2026-04-19 19:00:00,6442.48,Natural gas
2026-04-19 20:00:00,6036.7,Natural gas
2026-04-19 21:00:00,5166.36,Natural gas
2026-04-19 22:00:00,1500.0,Natural gas
2026-04-19 23:00:00,1500.0,Natural gas
2026-04-20 00:00:00,1500.0,Natural gas
2026-04-20 01:00:00,1500.0,Natural gas
2026-04-20 02:00:00,1500.0,Natural gas
2026-04-20 03:00:00,1500.0,Natural gas
2026-04-20 04:00:00,1500.0,Natural gas
2026-04-20 05:00:00,1500.0,Natural gas
2026-04-20 06:00:00,3847.35,Natural gas
2026-04-20 07:00:00,4085.13,Natural gas
2026-04-20 08:00:00,4873.18,Natural gas
2026-04-20 09:00:00,4917.79,Natural gas
2026-04-20 10:00:00,4379.23,Natural gas
2026-04-20 11:00:00,5758.85,Natural gas
2026-04-20 12:00:00,7547.32,Natural gas
2026-04-20 13:00:00,4133.61,Natural gas
2026-04-20 14:00:00,5916.99,Natural gas
2026-04-20 15:00:00,5437.48,Natural gas
2026-04-20 16:00:00,7072.16,Natural gas
2026-04-20 17:00:00,8328.24,Natural gas
2026-04-20 18:00:00,8752.23,Natural gas
2026-04-20 19:00:00,8003.1,Natural gas
2026-04-20 20:00:00,6110.68,Natural gas
2026-04-20 21:00:00,3294.05,Natural gas
2026-04-20 22:00:00,2270.11,Natural gas
2026-04-20 23:00:00,2740.25,Natural gas
2026-04-21 00:00:00,1500.0,Natural gas
2026-04-21 01:00:00,1500.0,Natural gas
2026-04-21 02:00:00,1500.0,Natural gas
2026-04-21 03:00:00,1500.0,Natural gas
2026-04-21 04:00:00,1500.0,Natural gas
2026-04-21 05:00:00,1916.82,Natural gas
2026-04-21 06:00:00,1500.0,Natural gas
2026-04-21 07:00:00,3598.14,Natural gas
2026-04-21 08:00:00,2575.46,Natural gas
2026-04-21 09:00:00,5448.49,Natural gas
2026-04-21 10:00:00,6292.27,Natural gas
2026-04-21 11:00:00,4317.43,Natural gas
2026-04-21 12:00:00,3391.4,Natural gas
2026-04-21 13:00:00,2994.05,Natural gas
2026-04-21 14:00:00,4686.05,Natural gas
2026-04-21 15:00:00,5750.66,Natural gas
2026-04-21 16:00:00,4381.77,Natural gas
2026-04-21 17:00:00,7350.22,Natural gas
2026-04-21 18:00:00,6057.55,Natural gas
2026-04-21 19:00:00,5386.23,Natural gas
2026-04-21 20:00:00,5731.99,Natural gas
2026-04-21 21:00:00,3851.42,Natural gas
2026-04-21 22:00:00,1500.0,Natural gas
2026-04-21 23:00:00,1500.0,Natural gas
2026-04-22 00:00:00,1500.0,Natural gas
2026-04-22 01:00:00,1500.0,Natural gas
2026-04-22 02:00:00,1500.0,Natural gas
2026-04-22 03:00:00,1500.0,Natural gas
2026-04-22 04:00:00,1500.0,Natural gas
2026-04-22 05:00:00,1500.0,Natural gas
2026-04-22 06:00:00,1500.0,Natural gas
2026-04-22 07:00:00,2183.0,Natural gas
2026-04-22 08:00:00,3182.91,Natural gas
2026-04-22 09:00:00,4453.74,Natural gas
2026-04-22 10:00:00,4511.67,Natural gas
2026-04-22 11:00:00,3170.72,Natural gas
2026-04-22 12:00:00,4133.42,Natural gas
2026-04-22 13:00:00,3618.0,Natural gas
2026-04-22 14:00:00,3971.96,Natural gas
2026-04-22 15:00:00,5613.08,Natural gas
2026-04-22 16:00:00,5228.56,Natural gas
2026-04-22 17:00:00,6356.87,Natural gas
2026-04-22 18:00:00,9295.35,Natural gas
2026-04-22 19:00:00,5737.25,Natural gas
2026-04-22 20:00:00,6508.58,Natural gas
2026-04-22 21:00:00,4524.21,Natural gas
2026-04-22 22:00:00,3814.69,Natural gas
2026-04-22 23:00:00,1500.0,Natural gas
2026-04-23 00:00:00,1500.0,Natural gas
2026-04-23 01:00:00,1500.0,Natural gas
2026-04-23 02:00:00,1500.0,Natural gas
2026-04-23 03:00:00,1500.0,Natural gas
2026-04-23 04:00:00,1500.0,Natural gas
2026-04-23 05:00:00,1500.0,Natural gas
2026-04-23 06:00:00,1500.0,Natural gas
2026-04-23 07:00:00,3518.64,Natural gas
2026-04-23 08:00:00,4470.45,Natural gas
2026-04-23 09:00:00,5771.85,Natural gas
2026-04-23 10:00:00,3157.93,Natural gas
2026-04-23 11:00:00,3768.58,Natural gas
2026-04-23 12:00:00,3541.19,Natural gas
2026-04-23 13:00:00,3406.28,Natural gas
2026-04-23 14:00:00,5542.33,Natural gas
2026-04-23 15:00:00,5023.17,Natural gas
2026-04-23 16:00:00,5866.65,Natural gas
2026-04-23 17:00:00,7462.27,Natural gas
2026-04-23 18:00:00,8882.38,Natural gas
2026-04-23 19:00:00,8431.21,Natural gas
2026-04-23 20:00:00,8421.39,Natural gas
2026-04-23 21:00:00,6876.37,Natural gas
2026-04-23 22:00:00,5238.31,Natural gas
2026-04-23 23:00:00,2665.41,Natural gas
2026-04-24 00:00:00,1500.0,Natural gas
2026-04-24 01:00:00,1500.0,Natural gas
2026-04-24 02:00:00,1500.0,Natural gas
2026-04-24 03:00:00,1500.0,Natural gas
2026-04-24 04:00:00,1500.0,Natural gas
2026-04-24 05:00:00,1500.0,Natural gas
2026-04-24 06:00:00,3841.13,Natural gas
2026-04-24 07:00:00,4818.74,Natural gas
2026-04-24 08:00:00,5111.09,Natural gas
2026-04-24 09:00:00,5538.47,Natural gas
2026-04-24 10:00:00,6244.99,Natural gas
2026-04-24 11:00:00,5940.77,Natural gas
2026-04-24 12:00:00,6430.02,Natural gas
2026-04-24 13:00:00,6045.75,Natural gas
2026-04-24 14:00:00,5985.09,Natural gas
2026-04-24 15:00:00,4908.2,Natural gas
2026-04-24 16:00:00,8789.89,Natural gas
2026-04-24 17:00:00,9347.88,Natural gas
2026-04-24 18:00:00,9159.76,Natural gas
2026-04-24 19:00:00,10607.58,Natural gas
2026-04-24 20:00:00,9202.42,Natural gas
2026-04-24 21:00:00,5953.71,Natural gas
2026-04-24 22:00:00,5326.6,Natural gas
2026-04-24 23:00:00,1955.86,Natural gas
2026-04-25 00:00:00,1500.0,Natural gas
2026-04-25 01:00:00,1500.0,Natural gas
2026-04-25 02:00:00,1500.0,Natural gas
2026-04-25 03:00:00,1500.0,Natural gas
2026-04-25 04:00:00,1500.0,Natural gas
