timestamp,date,year,month,day,hour,weekday,is_weekend,consumption_mwh,generation_mwh,market_price_try_mwh,net_balance_mwh,renewable_generation_mwh,renewable_share_pct,source,is_synthetic
2026-04-02 05:00:00,2026-04-02,2026,4,2,5,Thursday,False,30924.57,34845.91,2658.57,3921.340000000004,17414.469999999998,49.975649939978595,demo,True
2026-04-02 06:00:00,2026-04-02,2026,4,2,6,Thursday,False,34161.65,34555.37,2689.92,393.72000000000116,18087.93,52.34477304106424,demo,True
2026-04-02 07:00:00,2026-04-02,2026,4,2,7,Thursday,False,34363.77,34606.26,2806.04,242.49000000000524,19223.63,55.54957397881192,demo,True
2026-04-02 08:00:00,2026-04-02,2026,4,2,8,Thursday,False,35954.76,36107.56,2849.36,152.79999999999563,19994.46,55.37471931085901,demo,True
2026-04-02 09:00:00,2026-04-02,2026,4,2,9,Thursday,False,36926.46,37278.67,2761.93,352.2099999999991,21013.84,56.369607606709145,demo,True
2026-04-02 10:00:00,2026-04-02,2026,4,2,10,Thursday,False,38595.35,38859.66,3002.89,264.31000000000495,21404.1,55.08051279913411,demo,True
2026-04-02 11:00:00,2026-04-02,2026,4,2,11,Thursday,False,39193.95,39547.2,3104.62,353.25,23080.710000000003,58.362437795849026,demo,True
2026-04-02 12:00:00,2026-04-02,2026,4,2,12,Thursday,False,38298.38,38898.93,2790.82,600.5500000000029,21966.57,56.47088493179633,demo,True
2026-04-02 13:00:00,2026-04-02,2026,4,2,13,Thursday,False,37681.05,37917.09,3115.94,236.0399999999936,20962.03,55.28385749011858,demo,True
2026-04-02 14:00:00,2026-04-02,2026,4,2,14,Thursday,False,37638.7,37964.6,2883.65,325.90000000000146,20692.51,54.504749161060566,demo,True
2026-04-02 15:00:00,2026-04-02,2026,4,2,15,Thursday,False,38725.41,38793.73,2872.91,68.31999999999971,19871.91,51.22454066675207,demo,True
2026-04-02 16:00:00,2026-04-02,2026,4,2,16,Thursday,False,38900.08,39309.6,3040.11,409.5199999999968,20320.379999999997,51.693174186458265,demo,True
2026-04-02 17:00:00,2026-04-02,2026,4,2,17,Thursday,False,38786.38,39039.34,3137.61,252.95999999999913,17870.99,45.776875326273455,demo,True
2026-04-02 18:00:00,2026-04-02,2026,4,2,18,Thursday,False,37701.64,37753.46,2979.09,51.81999999999971,17218.87,45.60872036629225,demo,True
2026-04-02 19:00:00,2026-04-02,2026,4,2,19,Thursday,False,37662.78,37713.26,3019.82,50.4800000000032,17761.63,47.09651194301421,demo,True
2026-04-02 20:00:00,2026-04-02,2026,4,2,20,Thursday,False,36400.01,36632.12,3092.32,232.11000000000058,18340.07,50.06554357214379,demo,True
2026-04-02 21:00:00,2026-04-02,2026,4,2,21,Thursday,False,34807.17,34958.13,2829.58,150.95999999999913,17645.070000000003,50.47486807789777,demo,True
2026-04-02 22:00:00,2026-04-02,2026,4,2,22,Thursday,False,33279.17,33868.83,2982.24,589.6600000000035,17734.64,52.36271816888862,demo,True
2026-04-02 23:00:00,2026-04-02,2026,4,2,23,Thursday,False,30787.01,32026.23,2686.68,1239.2200000000012,16947.61,52.917905104659525,demo,True
2026-04-03 00:00:00,2026-04-03,2026,4,3,0,Friday,False,29332.1,34239.53,2500.87,4907.43,17952.87,52.433167160881005,demo,True
2026-04-03 01:00:00,2026-04-03,2026,4,3,1,Friday,False,27696.28,34472.34,2450.18,6776.059999999998,17204.28,49.90749104934565,demo,True
2026-04-03 02:00:00,2026-04-03,2026,4,3,2,Friday,False,27423.22,34171.14,2378.39,6747.919999999998,17140.94,50.162037321552624,demo,True
2026-04-03 03:00:00,2026-04-03,2026,4,3,3,Friday,False,28091.71,34023.69,2441.73,5931.980000000003,18264.660000000003,53.682184383880774,demo,True
2026-04-03 04:00:00,2026-04-03,2026,4,3,4,Friday,False,27838.52,34490.46,2459.2,6651.939999999999,18351.789999999997,53.20830745661264,demo,True
2026-04-03 05:00:00,2026-04-03,2026,4,3,5,Friday,False,30409.23,34483.57,2509.18,4074.34,18569.55,53.85042789943153,demo,True
2026-04-03 06:00:00,2026-04-03,2026,4,3,6,Friday,False,32343.24,33141.16,2526.32,797.9200000000019,17913.480000000003,54.05206094174133,demo,True
2026-04-03 07:00:00,2026-04-03,2026,4,3,7,Friday,False,34211.04,34457.66,2861.68,246.62000000000262,19140.960000000003,55.5492160523959,demo,True
2026-04-03 08:00:00,2026-04-03,2026,4,3,8,Friday,False,36130.73,36634.41,2949.01,503.6800000000003,19667.29,53.68529205192604,demo,True
2026-04-03 09:00:00,2026-04-03,2026,4,3,9,Friday,False,38552.56,38557.11,2862.67,4.55000000000291,20940.81,54.31115039482991,demo,True
2026-04-03 10:00:00,2026-04-03,2026,4,3,10,Friday,False,37568.08,37809.1,2953.11,241.0199999999968,20445.420000000002,54.0753945478734,demo,True
2026-04-03 11:00:00,2026-04-03,2026,4,3,11,Friday,False,39091.47,39032.97,3130.39,-58.5,20190.1,51.72575901859376,demo,True
2026-04-03 12:00:00,2026-04-03,2026,4,3,12,Friday,False,37210.13,37386.25,2983.11,176.12000000000262,21181.070000000003,56.65470594135546,demo,True
2026-04-03 13:00:00,2026-04-03,2026,4,3,13,Friday,False,38044.74,38342.04,2883.1,297.3000000000029,21740.39,56.70118230537551,demo,True
2026-04-03 14:00:00,2026-04-03,2026,4,3,14,Friday,False,38339.76,38305.29,3064.88,-34.470000000001164,20914.39,54.599221151961,demo,True
2026-04-03 15:00:00,2026-04-03,2026,4,3,15,Friday,False,38690.35,38860.29,3006.37,169.94000000000233,20704.71,53.27986486976808,demo,True
2026-04-03 16:00:00,2026-04-03,2026,4,3,16,Friday,False,38887.66,39189.96,3070.7,302.29999999999563,19768.82,50.44358299931921,demo,True
2026-04-03 17:00:00,2026-04-03,2026,4,3,17,Friday,False,38971.51,39245.12,2969.73,273.6100000000006,19115.26,48.707355207475466,demo,True
2026-04-03 18:00:00,2026-04-03,2026,4,3,18,Friday,False,37933.39,38244.4,2648.68,311.01000000000204,16637.52,43.50315340285113,demo,True
2026-04-03 19:00:00,2026-04-03,2026,4,3,19,Friday,False,37186.62,37261.19,2899.78,74.56999999999971,17327.54,46.50291630514216,demo,True
2026-04-03 20:00:00,2026-04-03,2026,4,3,20,Friday,False,36928.92,37231.14,3016.64,302.22000000000116,16634.170000000002,44.6781108502184,demo,True
2026-04-03 21:00:00,2026-04-03,2026,4,3,21,Friday,False,34530.18,34672.18,2782.83,142.0,17229.37,49.692202797747356,demo,True
2026-04-03 22:00:00,2026-04-03,2026,4,3,22,Friday,False,31786.19,32650.25,2685.02,864.0600000000013,17338.87,53.104861371658714,demo,True
2026-04-03 23:00:00,2026-04-03,2026,4,3,23,Friday,False,29847.19,30356.98,2638.85,509.7900000000009,15278.05,50.32796411237218,demo,True
2026-04-04 00:00:00,2026-04-04,2026,4,4,0,Saturday,True,25723.24,34086.84,2255.74,8363.599999999995,18470.01,54.18516354112027,demo,True
2026-04-04 01:00:00,2026-04-04,2026,4,4,1,Saturday,True,25506.99,33335.99,2246.77,7828.999999999996,17501.960000000003,52.50169561485951,demo,True
2026-04-04 02:00:00,2026-04-04,2026,4,4,2,Saturday,True,24830.53,32459.75,2063.84,7629.220000000001,16462.72,50.71733454509046,demo,True
2026-04-04 03:00:00,2026-04-04,2026,4,4,3,Saturday,True,25643.15,32747.93,2150.4,7104.779999999999,17341.34,52.95400350495436,demo,True
2026-04-04 04:00:00,2026-04-04,2026,4,4,4,Saturday,True,26069.45,32959.89,2205.01,6890.439999999999,16866.739999999998,51.173532435939556,demo,True
2026-04-04 05:00:00,2026-04-04,2026,4,4,5,Saturday,True,28253.97,33069.1,2497.86,4815.129999999997,16827.96,50.88726333646819,demo,True
2026-04-04 06:00:00,2026-04-04,2026,4,4,6,Saturday,True,30620.41,32366.45,2547.04,1746.0400000000009,16564.03,51.17654237644227,demo,True
2026-04-04 07:00:00,2026-04-04,2026,4,4,7,Saturday,True,31951.72,33805.58,2573.14,1853.8600000000006,18647.12,55.1598878055043,demo,True
2026-04-04 08:00:00,2026-04-04,2026,4,4,8,Saturday,True,34153.08,34253.11,2697.11,100.02999999999884,18248.32,53.27492890426592,demo,True
2026-04-04 09:00:00,2026-04-04,2026,4,4,9,Saturday,True,34552.75,34998.55,2695.47,445.8000000000029,19240.45,54.97499182108972,demo,True
2026-04-04 10:00:00,2026-04-04,2026,4,4,10,Saturday,True,35430.03,37071.07,2889.2,1641.0400000000009,20789.79,56.08090082104455,demo,True
2026-04-04 11:00:00,2026-04-04,2026,4,4,11,Saturday,True,35656.45,36550.92,2818.46,894.4700000000012,20940.82,57.29218306953697,demo,True
2026-04-04 12:00:00,2026-04-04,2026,4,4,12,Saturday,True,35061.05,37275.63,2882.04,2214.5799999999945,20530.18,55.07668146722135,demo,True
2026-04-04 13:00:00,2026-04-04,2026,4,4,13,Saturday,True,36130.04,37829.57,2654.34,1699.5299999999988,20828.339999999997,55.05835778730764,demo,True
2026-04-04 14:00:00,2026-04-04,2026,4,4,14,Saturday,True,35407.25,36261.4,2852.41,854.1500000000015,20354.79,56.13349181223008,demo,True
2026-04-04 15:00:00,2026-04-04,2026,4,4,15,Saturday,True,35798.74,36086.49,2799.91,287.75,19356.769999999997,53.639935610251925,demo,True
2026-04-04 16:00:00,2026-04-04,2026,4,4,16,Saturday,True,36236.33,36572.7,2874.75,336.36999999999534,17916.370000000003,48.98837110741073,demo,True
2026-04-04 17:00:00,2026-04-04,2026,4,4,17,Saturday,True,36238.74,36289.18,3039.76,50.44000000000233,16854.93,46.446158331491645,demo,True
2026-04-04 18:00:00,2026-04-04,2026,4,4,18,Saturday,True,36153.27,36085.69,2878.08,-67.57999999999447,16767.71,46.46636935583052,demo,True
2026-04-04 19:00:00,2026-04-04,2026,4,4,19,Saturday,True,34951.33,35036.89,2898.05,85.55999999999767,15944.06,45.506493298920084,demo,True
2026-04-04 20:00:00,2026-04-04,2026,4,4,20,Saturday,True,33542.02,33548.82,2667.48,6.80000000000291,16089.699999999999,47.95906383592627,demo,True
2026-04-04 21:00:00,2026-04-04,2026,4,4,21,Saturday,True,32118.29,32115.76,2684.22,-2.530000000002474,15394.13,47.933257690305325,demo,True
2026-04-04 22:00:00,2026-04-04,2026,4,4,22,Saturday,True,29008.03,30890.6,2351.22,1882.5699999999997,15490.020000000002,50.14476895884186,demo,True
2026-04-04 23:00:00,2026-04-04,2026,4,4,23,Saturday,True,27137.52,31207.18,2382.11,4069.66,15839.580000000002,50.75620418121728,demo,True
2026-04-05 00:00:00,2026-04-05,2026,4,5,0,Sunday,True,25450.97,31948.34,2334.2,6497.369999999999,15987.39,50.0413793017102,demo,True
2026-04-05 01:00:00,2026-04-05,2026,4,5,1,Sunday,True,24470.91,31384.39,2336.89,6913.48,16077.04,51.2262306197444,demo,True
2026-04-05 02:00:00,2026-04-05,2026,4,5,2,Sunday,True,25020.68,32139.11,2204.58,7118.43,15975.300000000001,49.70672803322805,demo,True
2026-04-05 03:00:00,2026-04-05,2026,4,5,3,Sunday,True,24535.98,30854.24,2201.71,6318.260000000002,15434.320000000002,50.023335528601585,demo,True
2026-04-05 04:00:00,2026-04-05,2026,4,5,4,Sunday,True,26113.81,30809.07,2285.42,4695.259999999998,15090.54,48.98083583827749,demo,True
2026-04-05 05:00:00,2026-04-05,2026,4,5,5,Sunday,True,29062.46,31667.43,2462.39,2604.970000000001,16430.33,51.884001954058164,demo,True
2026-04-05 06:00:00,2026-04-05,2026,4,5,6,Sunday,True,29943.12,33169.23,2460.99,3226.110000000004,16543.58,49.876285943327595,demo,True
2026-04-05 07:00:00,2026-04-05,2026,4,5,7,Sunday,True,32694.52,33025.06,2499.85,330.53999999999724,16710.449999999997,50.59930246909468,demo,True
2026-04-05 08:00:00,2026-04-05,2026,4,5,8,Sunday,True,33189.8,34504.33,2624.63,1314.5299999999988,17595.260000000002,50.99435346230459,demo,True
2026-04-05 09:00:00,2026-04-05,2026,4,5,9,Sunday,True,34882.29,35187.69,2776.79,305.40000000000146,19470.15,55.33227671381668,demo,True
2026-04-05 10:00:00,2026-04-05,2026,4,5,10,Sunday,True,35029.15,35235.07,2803.65,205.91999999999825,18102.07,51.375149815226706,demo,True
2026-04-05 11:00:00,2026-04-05,2026,4,5,11,Sunday,True,35696.35,35833.7,2882.81,137.34999999999854,19461.989999999998,54.31197448212158,demo,True
2026-04-05 12:00:00,2026-04-05,2026,4,5,12,Sunday,True,36496.36,36829.33,2945.59,332.97000000000116,20388.26,55.358758902211896,demo,True
2026-04-05 13:00:00,2026-04-05,2026,4,5,13,Sunday,True,34590.04,35964.81,2734.54,1374.7699999999968,19392.82,53.92165286011521,demo,True
2026-04-05 14:00:00,2026-04-05,2026,4,5,14,Sunday,True,36049.93,36558.52,2740.73,508.5899999999965,18242.69,49.899968598291174,demo,True
2026-04-05 15:00:00,2026-04-05,2026,4,5,15,Sunday,True,35966.41,36312.49,2907.43,346.07999999999447,18519.81,51.00121197967973,demo,True
2026-04-05 16:00:00,2026-04-05,2026,4,5,16,Sunday,True,35493.9,35850.09,2864.78,356.18999999999505,17233.52,48.07106481462111,demo,True
2026-04-05 17:00:00,2026-04-05,2026,4,5,17,Sunday,True,34923.93,34748.53,2826.69,-175.40000000000146,15928.099999999999,45.838198047514524,demo,True
2026-04-05 18:00:00,2026-04-05,2026,4,5,18,Sunday,True,35747.99,35810.77,3013.98,62.779999999998836,15961.429999999997,44.57159117215296,demo,True
2026-04-05 19:00:00,2026-04-05,2026,4,5,19,Sunday,True,34659.62,35177.91,2881.6,518.2900000000009,15841.39,45.032209133515885,demo,True
2026-04-05 20:00:00,2026-04-05,2026,4,5,20,Sunday,True,34011.21,34229.27,2810.35,218.05999999999767,15712.5,45.90369587198325,demo,True
2026-04-05 21:00:00,2026-04-05,2026,4,5,21,Sunday,True,32199.39,32139.06,2701.93,-60.32999999999811,15325.109999999999,47.68375304069253,demo,True
2026-04-05 22:00:00,2026-04-05,2026,4,5,22,Sunday,True,31320.41,31610.3,2724.73,289.8899999999994,14647.45,46.33758616653433,demo,True
2026-04-05 23:00:00,2026-04-05,2026,4,5,23,Sunday,True,27992.95,30814.44,2380.79,2821.489999999998,15264.65,49.53732730499078,demo,True
2026-04-06 00:00:00,2026-04-06,2026,4,6,0,Monday,False,28170.41,31135.0,2381.17,2964.59,15077.45,48.426047856110486,demo,True
2026-04-06 01:00:00,2026-04-06,2026,4,6,1,Monday,False,27804.47,31907.03,2426.32,4102.559999999998,15126.380000000001,47.407671600897984,demo,True
2026-04-06 02:00:00,2026-04-06,2026,4,6,2,Monday,False,27404.83,31100.0,2287.58,3695.1699999999983,16157.43,51.95315112540193,demo,True
2026-04-06 03:00:00,2026-04-06,2026,4,6,3,Monday,False,28631.24,31818.01,2476.27,3186.769999999997,15652.6,49.194151362703074,demo,True
2026-04-06 04:00:00,2026-04-06,2026,4,6,4,Monday,False,29473.1,31156.81,2528.59,1683.7100000000028,15629.800000000001,50.16495591172524,demo,True
2026-04-06 05:00:00,2026-04-06,2026,4,6,5,Monday,False,30912.81,31598.38,2586.5,685.5699999999997,16138.12,51.07261827979789,demo,True
2026-04-06 06:00:00,2026-04-06,2026,4,6,6,Monday,False,33726.81,33952.86,2741.17,226.0500000000029,16068.06,47.32461418566801,demo,True
2026-04-06 07:00:00,2026-04-06,2026,4,6,7,Monday,False,33856.12,34037.9,2918.67,181.77999999999884,16639.3,48.884625667270896,demo,True
2026-04-06 08:00:00,2026-04-06,2026,4,6,8,Monday,False,35905.51,36093.66,2956.98,188.15000000000146,18175.04,50.355214738544106,demo,True
2026-04-06 09:00:00,2026-04-06,2026,4,6,9,Monday,False,36887.5,37143.3,2923.62,255.8000000000029,18383.170000000002,49.49255989640124,demo,True
2026-04-06 10:00:00,2026-04-06,2026,4,6,10,Monday,False,37931.3,38128.61,2980.36,197.30999999999767,19839.44,52.03294848671378,demo,True
2026-04-06 11:00:00,2026-04-06,2026,4,6,11,Monday,False,37479.99,37861.94,3077.57,381.95000000000437,19347.23,51.09941540238033,demo,True
2026-04-06 12:00:00,2026-04-06,2026,4,6,12,Monday,False,38862.75,39016.27,2990.82,153.5199999999968,19175.03,49.1462407862156,demo,True
2026-04-06 13:00:00,2026-04-06,2026,4,6,13,Monday,False,38153.61,38685.9,2921.76,532.2900000000009,18778.45,48.54081202712099,demo,True
2026-04-06 14:00:00,2026-04-06,2026,4,6,14,Monday,False,37226.27,37371.75,2963.0,145.4800000000032,18945.59,50.69495006254724,demo,True
2026-04-06 15:00:00,2026-04-06,2026,4,6,15,Monday,False,37599.09,38014.71,3006.46,415.6200000000026,18938.899999999998,49.81992497114932,demo,True
2026-04-06 16:00:00,2026-04-06,2026,4,6,16,Monday,False,38639.27,39062.65,3119.42,423.38000000000466,16724.91,42.81560518807608,demo,True
2026-04-06 17:00:00,2026-04-06,2026,4,6,17,Monday,False,39032.86,39312.71,3165.24,279.84999999999854,17188.93,43.723594735646564,demo,True
2026-04-06 18:00:00,2026-04-06,2026,4,6,18,Monday,False,39605.21,39869.03,3079.23,263.8199999999997,16125.519999999999,40.44623107208778,demo,True
2026-04-06 19:00:00,2026-04-06,2026,4,6,19,Monday,False,39579.97,39698.76,2995.83,118.79000000000087,17257.86,43.472037917557124,demo,True
2026-04-06 20:00:00,2026-04-06,2026,4,6,20,Monday,False,36648.42,36805.35,2909.91,156.9300000000003,15938.760000000002,43.305552046102,demo,True
2026-04-06 21:00:00,2026-04-06,2026,4,6,21,Monday,False,34001.41,34290.98,2841.17,289.5699999999997,16228.019999999999,47.3244567521838,demo,True
2026-04-06 22:00:00,2026-04-06,2026,4,6,22,Monday,False,31216.73,31467.23,2540.98,250.5,15417.710000000001,48.996082591318014,demo,True
2026-04-06 23:00:00,2026-04-06,2026,4,6,23,Monday,False,30857.89,32447.43,2421.64,1589.5400000000009,16293.279999999999,50.21439294267682,demo,True
2026-04-07 00:00:00,2026-04-07,2026,4,7,0,Tuesday,False,28327.8,32734.13,2464.27,4406.330000000002,16682.38,50.963260670132364,demo,True
2026-04-07 01:00:00,2026-04-07,2026,4,7,1,Tuesday,False,27398.23,32682.24,2366.87,5284.010000000002,15827.43,48.428228909646336,demo,True
2026-04-07 02:00:00,2026-04-07,2026,4,7,2,Tuesday,False,26832.37,31989.32,2215.76,5156.950000000001,16204.17,50.65493733533567,demo,True
2026-04-07 03:00:00,2026-04-07,2026,4,7,3,Tuesday,False,27591.26,31282.41,2425.23,3691.1500000000015,15596.19,49.85610124028168,demo,True
2026-04-07 04:00:00,2026-04-07,2026,4,7,4,Tuesday,False,29644.71,32812.34,2490.67,3167.6299999999974,16641.59,50.71747397473025,demo,True
2026-04-07 05:00:00,2026-04-07,2026,4,7,5,Tuesday,False,30782.93,33028.93,2749.56,2246.0,16247.179999999998,49.19075489275613,demo,True
2026-04-07 06:00:00,2026-04-07,2026,4,7,6,Tuesday,False,32601.46,33037.47,2691.9,436.01000000000204,16951.75,51.31067845086201,demo,True
2026-04-07 07:00:00,2026-04-07,2026,4,7,7,Tuesday,False,33973.3,34365.31,2827.43,392.00999999999476,16880.54,49.12087218186014,demo,True
2026-04-07 08:00:00,2026-04-07,2026,4,7,8,Tuesday,False,35191.06,35590.66,2829.13,399.6000000000058,18040.95,50.69012488107835,demo,True
2026-04-07 09:00:00,2026-04-07,2026,4,7,9,Tuesday,False,37205.68,37565.5,2872.86,359.8199999999997,19838.62,52.81074390065353,demo,True
2026-04-07 10:00:00,2026-04-07,2026,4,7,10,Tuesday,False,38176.52,38564.06,2942.68,387.5400000000009,20006.22,51.87788837586084,demo,True
2026-04-07 11:00:00,2026-04-07,2026,4,7,11,Tuesday,False,39691.22,39609.67,3156.45,-81.55000000000291,21154.32,53.406958452317326,demo,True
2026-04-07 12:00:00,2026-04-07,2026,4,7,12,Tuesday,False,38519.33,38571.37,3043.57,52.04000000000087,21616.260000000002,56.04224065673581,demo,True
2026-04-07 13:00:00,2026-04-07,2026,4,7,13,Tuesday,False,39007.08,39029.71,2875.18,22.62999999999738,21535.209999999995,55.17645403975586,demo,True
2026-04-07 14:00:00,2026-04-07,2026,4,7,14,Tuesday,False,37916.33,38394.96,2833.71,478.6299999999974,21353.669999999995,55.61581520074509,demo,True
2026-04-07 15:00:00,2026-04-07,2026,4,7,15,Tuesday,False,37490.54,37599.6,2824.01,109.05999999999767,20443.29,54.37103054287812,demo,True
2026-04-07 16:00:00,2026-04-07,2026,4,7,16,Tuesday,False,37754.22,37892.11,3058.98,137.88999999999942,19645.11,51.844856356639944,demo,True
2026-04-07 17:00:00,2026-04-07,2026,4,7,17,Tuesday,False,37948.51,38199.71,2851.45,251.1999999999971,18002.769999999997,47.1280279352906,demo,True
2026-04-07 18:00:00,2026-04-07,2026,4,7,18,Tuesday,False,39707.43,39733.57,3192.67,26.139999999999418,17710.949999999997,44.574273089480755,demo,True
2026-04-07 19:00:00,2026-04-07,2026,4,7,19,Tuesday,False,36975.3,37293.79,2985.56,318.48999999999796,17790.67,47.7041083783654,demo,True
2026-04-07 20:00:00,2026-04-07,2026,4,7,20,Tuesday,False,36955.28,36821.81,2954.21,-133.47000000000116,17966.15,48.792142482946936,demo,True
2026-04-07 21:00:00,2026-04-07,2026,4,7,21,Tuesday,False,34072.04,34110.09,2742.35,38.049999999995634,16521.04,48.4344661652901,demo,True
2026-04-07 22:00:00,2026-04-07,2026,4,7,22,Tuesday,False,33371.27,33657.05,2836.92,285.7800000000061,17092.0,50.78282261814389,demo,True
2026-04-07 23:00:00,2026-04-07,2026,4,7,23,Tuesday,False,30949.96,32061.9,2587.86,1111.9400000000023,17157.56,53.51385912874783,demo,True
2026-04-08 00:00:00,2026-04-08,2026,4,8,0,Wednesday,False,28797.21,33944.64,2327.24,5147.43,18263.79,53.80463601911819,demo,True
2026-04-08 01:00:00,2026-04-08,2026,4,8,1,Wednesday,False,27670.45,34477.85,2297.69,6807.399999999998,17985.67,52.165868811425305,demo,True
2026-04-08 02:00:00,2026-04-08,2026,4,8,2,Wednesday,False,26812.48,34905.36,2213.91,8092.880000000001,18088.530000000002,51.82164000027503,demo,True
2026-04-08 03:00:00,2026-04-08,2026,4,8,3,Wednesday,False,28012.06,34399.24,2521.07,6387.179999999997,18557.3,53.94683138348406,demo,True
2026-04-08 04:00:00,2026-04-08,2026,4,8,4,Wednesday,False,28590.04,34416.0,2576.8,5825.959999999999,18379.770000000004,53.40472454672247,demo,True
2026-04-08 05:00:00,2026-04-08,2026,4,8,5,Wednesday,False,29825.07,34400.82,2614.61,4575.75,18356.86,53.36169312243138,demo,True
2026-04-08 06:00:00,2026-04-08,2026,4,8,6,Wednesday,False,31827.94,32665.01,2626.25,837.0699999999997,16864.64,51.6290673108626,demo,True
2026-04-08 07:00:00,2026-04-08,2026,4,8,7,Wednesday,False,34829.07,35158.5,2660.84,329.4300000000003,18904.629999999997,53.7697285151528,demo,True
2026-04-08 08:00:00,2026-04-08,2026,4,8,8,Wednesday,False,37478.7,38103.93,2857.82,625.2300000000032,19522.9,51.2359223838591,demo,True
